product_id,inventory_date,month,year,quarter,day_of_week,store_id,category,region,units_sold,inventory_level,units_ordered,stock_after_sales,order_fulfillment_gap,is_stockout,inventory_health,supplier_name,supplier_lead_time,defect_rate,defect_risk_level,shipping_cost,transport_mode,production_volume,manufacturing_cost,is_defective,stock_health
P0010,2022-01-03,1,2022,1,2,S001,Electronics,West,47,51,155,4,108,0,Low,null,null,null,null,null,null,null,null,null,null
P0011,2022-01-03,1,2022,1,2,S001,Groceries,East,3,252,98,249,95,0,Medium,null,null,null,null,null,null,null,null,null,null
P0012,2022-01-03,1,2022,1,2,S001,Clothing,East,2,72,62,70,60,0,Low,null,null,null,null,null,null,null,null,null,null
P0013,2022-01-03,1,2022,1,2,S001,Clothing,South,18,194,120,176,102,0,Medium,null,null,null,null,null,null,null,null,null,null
P0014,2022-01-03,1,2022,1,2,S001,Toys,South,242,302,145,60,-97,0,High,null,null,null,null,null,null,null,null,null,null
P0015,2022-01-03,1,2022,1,2,S001,Toys,North,228,330,157,102,-71,0,High,null,null,null,null,null,null,null,null,null,null
P0016,2022-01-03,1,2022,1,2,S001,Clothing,East,31,148,160,117,129,0,Low,null,null,null,null,null,null,null,null,null,null
P0017,2022-01-03,1,2022,1,2,S001,Clothing,North,16,315,197,299,181,0,High,null,null,null,null,null,null,null,null,null,null
P0018,2022-01-03,1,2022,1,2,S001,Furniture,East,20,97,147,77,127,0,Low,null,null,null,null,null,null,null,null,null,null
P0019,2022-01-03,1,2022,1,2,S001,Furniture,South,193,240,171,47,-22,0,Medium,null,null,null,null,null,null,null,null,null,null
P0020,2022-01-03,1,2022,1,2,S001,Toys,North,118,178,162,60,44,0,Medium,null,null,null,null,null,null,null,null,null,null
P0001,2022-01-03,1,2022,1,2,S002,Toys,North,96,405,171,309,75,0,High,null,null,null,null,null,null,null,null,null,null
P0002,2022-01-03,1,2022,1,2,S002,Electronics,North,48,200,47,152,-1,0,Medium,null,null,null,null,null,null,null,null,null,null
P0003,2022-01-03,1,2022,1,2,S002,Furniture,West,130,327,166,197,36,0,High,null,null,null,null,null,null,null,null,null,null
P0004,2022-01-03,1,2022,1,2,S002,Groceries,North,11,409,48,398,37,0,High,null,null,null,null,null,null,null,null,null,null
P0005,2022-01-03,1,2022,1,2,S002,Groceries,West,313,327,194,14,-119,0,High,null,null,null,null,null,null,null,null,null,null
P0006,2022-01-03,1,2022,1,2,S002,Furniture,North,352,388,199,36,-153,0,High,null,null,null,null,null,null,null,null,null,null
P0007,2022-01-03,1,2022,1,2,S002,Toys,South,265,483,108,218,-157,0,High,null,null,null,null,null,null,null,null,null,null
P0008,2022-01-03,1,2022,1,2,S002,Furniture,South,11,70,137,59,126,0,Low,null,null,null,null,null,null,null,null,null,null
P0009,2022-01-03,1,2022,1,2,S002,Groceries,South,191,288,29,97,-162,0,Medium,null,null,null,null,null,null,null,null,null,null
P0010,2022-01-03,1,2022,1,2,S002,Electronics,West,185,270,150,85,-35,0,Medium,null,null,null,null,null,null,null,null,null,null
P0011,2022-01-03,1,2022,1,2,S002,Clothing,North,143,217,66,74,-77,0,Medium,null,null,null,null,null,null,null,null,null,null
P0012,2022-01-03,1,2022,1,2,S002,Electronics,West,85,221,84,136,-1,0,Medium,null,null,null,null,null,null,null,null,null,null
P0013,2022-01-03,1,2022,1,2,S002,Groceries,West,270,303,164,33,-106,0,High,null,null,null,null,null,null,null,null,null,null
P0014,2022-01-03,1,2022,1,2,S002,Groceries,West,233,298,143,65,-90,0,Medium,null,null,null,null,null,null,null,null,null,null
P0015,2022-01-03,1,2022,1,2,S002,Furniture,West,187,193,57,6,-130,0,Medium,null,null,null,null,null,null,null,null,null,null
P0016,2022-01-03,1,2022,1,2,S002,Electronics,South,39,205,147,166,108,0,Medium,null,null,null,null,null,null,null,null,null,null
P0017,2022-01-03,1,2022,1,2,S002,Toys,West,234,427,195,193,-39,0,High,null,null,null,null,null,null,null,null,null,null
P0018,2022-01-03,1,2022,1,2,S002,Clothing,South,213,365,106,152,-107,0,High,null,null,null,null,null,null,null,null,null,null
P0019,2022-01-03,1,2022,1,2,S002,Clothing,North,55,111,163,56,108,0,Low,null,null,null,null,null,null,null,null,null,null
P0020,2022-01-03,1,2022,1,2,S002,Groceries,South,22,271,178,249,156,0,Medium,null,null,null,null,null,null,null,null,null,null
P0001,2022-01-03,1,2022,1,2,S003,Clothing,North,100,134,185,34,85,0,Low,null,null,null,null,null,null,null,null,null,null
P0002,2022-01-03,1,2022,1,2,S003,Groceries,North,353,405,74,52,-279,0,High,null,null,null,null,null,null,null,null,null,null
P0003,2022-01-03,1,2022,1,2,S003,Electronics,West,255,290,118,35,-137,0,Medium,null,null,null,null,null,null,null,null,null,null
P0004,2022-01-03,1,2022,1,2,S003,Clothing,South,154,403,189,249,35,0,High,null,null,null,null,null,null,null,null,null,null
P0005,2022-01-03,1,2022,1,2,S003,Clothing,East,147,311,29,164,-118,0,High,null,null,null,null,null,null,null,null,null,null
P0006,2022-01-03,1,2022,1,2,S003,Electronics,North,342,448,112,106,-230,0,High,null,null,null,null,null,null,null,null,null,null
P0007,2022-01-03,1,2022,1,2,S003,Furniture,West,54,277,126,223,72,0,Medium,null,null,null,null,null,null,null,null,null,null
P0008,2022-01-03,1,2022,1,2,S003,Toys,East,289,421,112,132,-177,0,High,null,null,null,null,null,null,null,null,null,null
P0009,2022-01-03,1,2022,1,2,S003,Toys,South,179,241,135,62,-44,0,Medium,null,null,null,null,null,null,null,null,null,null
P0010,2022-01-03,1,2022,1,2,S003,Furniture,South,175,186,75,11,-100,0,Medium,null,null,null,null,null,null,null,null,null,null
P0011,2022-01-03,1,2022,1,2,S003,Clothing,West,209,413,86,204,-123,0,High,null,null,null,null,null,null,null,null,null,null
P0012,2022-01-03,1,2022,1,2,S003,Toys,East,109,112,46,3,-63,0,Low,null,null,null,null,null,null,null,null,null,null
P0013,2022-01-03,1,2022,1,2,S003,Groceries,South,43,268,78,225,35,0,Medium,null,null,null,null,null,null,null,null,null,null
P0014,2022-01-03,1,2022,1,2,S003,Toys,South,58,347,38,289,-20,0,High,null,null,null,null,null,null,null,null,null,null
P0015,2022-01-03,1,2022,1,2,S003,Electronics,South,399,495,86,96,-313,0,High,null,null,null,null,null,null,null,null,null,null
P0016,2022-01-03,1,2022,1,2,S003,Clothing,West,95,324,145,229,50,0,High,null,null,null,null,null,null,null,null,null,null
P0017,2022-01-03,1,2022,1,2,S003,Clothing,West,296,330,138,34,-158,0,High,null,null,null,null,null,null,null,null,null,null
P0018,2022-01-03,1,2022,1,2,S003,Electronics,East,105,297,66,192,-39,0,Medium,null,null,null,null,null,null,null,null,null,null
P0019,2022-01-03,1,2022,1,2,S003,Clothing,East,103,169,47,66,-56,0,Medium,null,null,null,null,null,null,null,null,null,null
P0020,2022-01-03,1,2022,1,2,S003,Toys,South,131,257,103,126,-28,0,Medium,null,null,null,null,null,null,null,null,null,null
P0001,2022-01-03,1,2022,1,2,S004,Groceries,East,66,175,140,109,74,0,Medium,null,null,null,null,null,null,null,null,null,null
P0002,2022-01-03,1,2022,1,2,S004,Groceries,West,163,228,161,65,-2,0,Medium,null,null,null,null,null,null,null,null,null,null
P0003,2022-01-03,1,2022,1,2,S004,Clothing,South,98,188,176,90,78,0,Medium,null,null,null,null,null,null,null,null,null,null
P0004,2022-01-03,1,2022,1,2,S004,Groceries,East,150,211,20,61,-130,0,Medium,null,null,null,null,null,null,null,null,null,null
P0005,2022-01-03,1,2022,1,2,S004,Furniture,North,15,149,60,134,45,0,Low,null,null,null,null,null,null,null,null,null,null
P0006,2022-01-03,1,2022,1,2,S004,Electronics,North,36,383,75,347,39,0,High,null,null,null,null,null,null,null,null,null,null
P0007,2022-01-03,1,2022,1,2,S004,Electronics,East,303,478,153,175,-150,0,High,null,null,null,null,null,null,null,null,null,null
P0008,2022-01-03,1,2022,1,2,S004,Electronics,East,209,217,35,8,-174,0,Medium,null,null,null,null,null,null,null,null,null,null
P0009,2022-01-03,1,2022,1,2,S004,Electronics,West,69,73,65,4,-4,0,Low,null,null,null,null,null,null,null,null,null,null
P0010,2022-01-03,1,2022,1,2,S004,Electronics,West,143,467,183,324,40,0,High,null,null,null,null,null,null,null,null,null,null
P0011,2022-01-03,1,2022,1,2,S004,Clothing,West,239,353,44,114,-195,0,High,null,null,null,null,null,null,null,null,null,null
P0012,2022-01-03,1,2022,1,2,S004,Groceries,North,192,471,115,279,-77,0,High,null,null,null,null,null,null,null,null,null,null
P0013,2022-01-03,1,2022,1,2,S004,Clothing,South,23,129,92,106,69,0,Low,null,null,null,null,null,null,null,null,null,null
P0014,2022-01-03,1,2022,1,2,S004,Groceries,East,165,301,34,136,-131,0,High,null,null,null,null,null,null,null,null,null,null
P0015,2022-01-03,1,2022,1,2,S004,Groceries,South,85,423,73,338,-12,0,High,null,null,null,null,null,null,null,null,null,null
P0016,2022-01-03,1,2022,1,2,S004,Groceries,East,79,385,130,306,51,0,High,null,null,null,null,null,null,null,null,null,null
P0017,2022-01-03,1,2022,1,2,S004,Toys,North,33,74,29,41,-4,0,Low,null,null,null,null,null,null,null,null,null,null
P0018,2022-01-03,1,2022,1,2,S004,Electronics,South,270,467,108,197,-162,0,High,null,null,null,null,null,null,null,null,null,null
P0019,2022-01-03,1,2022,1,2,S004,Toys,North,1,140,47,139,46,0,Low,null,null,null,null,null,null,null,null,null,null
P0020,2022-01-03,1,2022,1,2,S004,Clothing,East,149,197,134,48,-15,0,Medium,null,null,null,null,null,null,null,null,null,null
P0001,2022-01-03,1,2022,1,2,S005,Groceries,North,3,159,145,156,142,0,Medium,null,null,null,null,null,null,null,null,null,null
P0002,2022-01-03,1,2022,1,2,S005,Electronics,North,59,322,111,263,52,0,High,null,null,null,null,null,null,null,null,null,null
P0003,2022-01-03,1,2022,1,2,S005,Groceries,East,15,106,101,91,86,0,Low,null,null,null,null,null,null,null,null,null,null
P0004,2022-01-03,1,2022,1,2,S005,Groceries,South,351,475,132,124,-219,0,High,null,null,null,null,null,null,null,null,null,null
P0005,2022-01-03,1,2022,1,2,S005,Groceries,North,66,83,57,17,-9,0,Low,null,null,null,null,null,null,null,null,null,null
P0006,2022-01-03,1,2022,1,2,S005,Groceries,West,62,117,58,55,-4,0,Low,null,null,null,null,null,null,null,null,null,null
P0007,2022-01-03,1,2022,1,2,S005,Clothing,West,77,368,44,291,-33,0,High,null,null,null,null,null,null,null,null,null,null
P0008,2022-01-03,1,2022,1,2,S005,Electronics,South,177,207,154,30,-23,0,Medium,null,null,null,null,null,null,null,null,null,null
P0009,2022-01-03,1,2022,1,2,S005,Electronics,West,349,398,98,49,-251,0,High,null,null,null,null,null,null,null,null,null,null
P0010,2022-01-03,1,2022,1,2,S005,Groceries,North,74,476,25,402,-49,0,High,null,null,null,null,null,null,null,null,null,null
P0011,2022-01-03,1,2022,1,2,S005,Groceries,North,40,119,151,79,111,0,Low,null,null,null,null,null,null,null,null,null,null
P0012,2022-01-03,1,2022,1,2,S005,Toys,North,72,77,27,5,-45,0,Low,null,null,null,null,null,null,null,null,null,null
P0013,2022-01-03,1,2022,1,2,S005,Toys,South,190,191,126,1,-64,0,Medium,null,null,null,null,null,null,null,null,null,null
P0014,2022-01-03,1,2022,1,2,S005,Toys,North,263,419,189,156,-74,0,High,null,null,null,null,null,null,null,null,null,null
P0015,2022-01-03,1,2022,1,2,S005,Toys,South,126,184,175,58,49,0,Medium,null,null,null,null,null,null,null,null,null,null
P0016,2022-01-03,1,2022,1,2,S005,Clothing,North,17,361,171,344,154,0,High,null,null,null,null,null,null,null,null,null,null
P0017,2022-01-03,1,2022,1,2,S005,Toys,East,19,154,116,135,97,0,Medium,null,null,null,null,null,null,null,null,null,null
P0018,2022-01-03,1,2022,1,2,S005,Toys,North,36,376,53,340,17,0,High,null,null,null,null,null,null,null,null,null,null
P0019,2022-01-03,1,2022,1,2,S005,Toys,North,207,268,177,61,-30,0,Medium,null,null,null,null,null,null,null,null,null,null
P0020,2022-01-03,1,2022,1,2,S005,Toys,South,91,451,193,360,102,0,High,null,null,null,null,null,null,null,null,null,null
P0001,2022-01-04,1,2022,1,3,S001,Groceries,South,58,85,193,27,135,0,Low,null,null,null,null,null,null,null,null,null,null
P0002,2022-01-04,1,2022,1,3,S001,Electronics,North,91,91,142,0,51,0,Low,null,null,null,null,null,null,null,null,null,null
P0003,2022-01-04,1,2022,1,3,S001,Toys,South,70,184,191,114,121,0,Medium,null,null,null,null,null,null,null,null,null,null
P0004,2022-01-04,1,2022,1,3,S001,Electronics,North,0,209,123,209,123,0,Medium,null,null,null,null,null,null,null,null,null,null
P0005,2022-01-04,1,2022,1,3,S001,Electronics,East,32,470,192,438,160,0,High,null,null,null,null,null,null,null,null,null,null
P0006,2022-01-04,1,2022,1,3,S001,Clothing,South,8,127,84,119,76,0,Low,null,null,null,null,null,null,null,null,null,null
P0007,2022-01-04,1,2022,1,3,S001,Groceries,North,341,367,39,26,-302,0,High,null,null,null,null,null,null,null,null,null,null
P0008,2022-01-04,1,2022,1,3,S001,Electronics,East,347,404,183,57,-164,0,High,null,null,null,null,null,null,null,null,null,null
P0009,2022-01-04,1,2022,1,3,S001,Groceries,North,15,403,187,388,172,0,High,null,null,null,null,null,null,null,null,null,null
P0010,2022-01-04,1,2022,1,3,S001,Toys,East,85,494,122,409,37,0,High,null,null,null,null,null,null,null,null,null,null
P0011,2022-01-04,1,2022,1,3,S001,Toys,South,30,421,33,391,3,0,High,null,null,null,null,null,null,null,null,null,null
P0012,2022-01-04,1,2022,1,3,S001,Electronics,West,136,150,129,14,-7,0,Medium,null,null,null,null,null,null,null,null,null,null
P0013,2022-01-04,1,2022,1,3,S001,Toys,North,31,94,174,63,143,0,Low,null,null,null,null,null,null,null,null,null,null
P0014,2022-01-04,1,2022,1,3,S001,Clothing,East,7,77,76,70,69,0,Low,null,null,null,null,null,null,null,null,null,null
P0015,2022-01-04,1,2022,1,3,S001,Electronics,West,377,430,118,53,-259,0,High,null,null,null,null,null,null,null,null,null,null
P0016,2022-01-04,1,2022,1,3,S001,Groceries,North,28,168,32,140,4,0,Medium,null,null,null,null,null,null,null,null,null,null
P0017,2022-01-04,1,2022,1,3,S001,Toys,West,348,353,36,5,-312,0,High,null,null,null,null,null,null,null,null,null,null
P0018,2022-01-04,1,2022,1,3,S001,Groceries,South,258,380,66,122,-192,0,High,null,null,null,null,null,null,null,null,null,null
P0019,2022-01-04,1,2022,1,3,S001,Toys,West,41,127,191,86,150,0,Low,null,null,null,null,null,null,null,null,null,null
P0020,2022-01-04,1,2022,1,3,S001,Electronics,North,49,153,139,104,90,0,Medium,null,null,null,null,null,null,null,null,null,null
P0001,2022-01-04,1,2022,1,3,S002,Clothing,North,83,108,25,25,-58,0,Low,null,null,null,null,null,null,null,null,null,null
P0002,2022-01-04,1,2022,1,3,S002,Furniture,West,60,109,172,49,112,0,Low,null,null,null,null,null,null,null,null,null,null
P0003,2022-01-04,1,2022,1,3,S002,Toys,North,448,493,113,45,-335,0,High,null,null,null,null,null,null,null,null,null,null
P0004,2022-01-04,1,2022,1,3,S002,Toys,East,11,289,21,278,10,0,Medium,null,null,null,null,null,null,null,null,null,null
P0005,2022-01-04,1,2022,1,3,S002,Groceries,East,390,425,175,35,-215,0,High,null,null,null,null,null,null,null,null,null,null
P0006,2022-01-04,1,2022,1,3,S002,Clothing,West,81,118,139,37,58,0,Low,null,null,null,null,null,null,null,null,null,null
P0007,2022-01-04,1,2022,1,3,S002,Electronics,North,121,449,118,328,-3,0,High,null,null,null,null,null,null,null,null,null,null
P0008,2022-01-04,1,2022,1,3,S002,Groceries,West,44,184,152,140,108,0,Medium,null,null,null,null,null,null,null,null,null,null
P0009,2022-01-04,1,2022,1,3,S002,Toys,East,88,239,31,151,-57,0,Medium,null,null,null,null,null,null,null,null,null,null
P0010,2022-01-04,1,2022,1,3,S002,Groceries,West,142,216,172,74,30,0,Medium,null,null,null,null,null,null,null,null,null,null
P0011,2022-01-04,1,2022,1,3,S002,Toys,North,48,291,69,243,21,0,Medium,null,null,null,null,null,null,null,null,null,null
P0012,2022-01-04,1,2022,1,3,S002,Electronics,North,61,74,87,13,26,0,Low,null,null,null,null,null,null,null,null,null,null
P0013,2022-01-04,1,2022,1,3,S002,Electronics,East,140,429,180,289,40,0,High,null,null,null,null,null,null,null,null,null,null
P0014,2022-01-04,1,2022,1,3,S002,Toys,West,390,467,188,77,-202,0,High,null,null,null,null,null,null,null,null,null,null
P0015,2022-01-04,1,2022,1,3,S002,Toys,North,91,121,197,30,106,0,Low,null,null,null,null,null,null,null,null,null,null
P0016,2022-01-04,1,2022,1,3,S002,Groceries,East,32,134,107,102,75,0,Low,null,null,null,null,null,null,null,null,null,null
P0017,2022-01-04,1,2022,1,3,S002,Electronics,East,60,152,92,92,32,0,Medium,null,null,null,null,null,null,null,null,null,null
P0018,2022-01-04,1,2022,1,3,S002,Clothing,South,206,236,63,30,-143,0,Medium,null,null,null,null,null,null,null,null,null,null
P0019,2022-01-04,1,2022,1,3,S002,Groceries,West,108,253,36,145,-72,0,Medium,null,null,null,null,null,null,null,null,null,null
P0020,2022-01-04,1,2022,1,3,S002,Furniture,East,349,403,42,54,-307,0,High,null,null,null,null,null,null,null,null,null,null
P0001,2022-01-04,1,2022,1,3,S003,Furniture,South,271,335,147,64,-124,0,High,null,null,null,null,null,null,null,null,null,null
P0002,2022-01-04,1,2022,1,3,S003,Electronics,South,202,293,130,91,-72,0,Medium,null,null,null,null,null,null,null,null,null,null
P0003,2022-01-04,1,2022,1,3,S003,Toys,North,34,169,91,135,57,0,Medium,null,null,null,null,null,null,null,null,null,null
P0004,2022-01-04,1,2022,1,3,S003,Clothing,West,165,294,43,129,-122,0,Medium,null,null,null,null,null,null,null,null,null,null
P0005,2022-01-04,1,2022,1,3,S003,Groceries,North,2,69,161,67,159,0,Low,null,null,null,null,null,null,null,null,null,null
P0006,2022-01-04,1,2022,1,3,S003,Electronics,East,308,328,113,20,-195,0,High,null,null,null,null,null,null,null,null,null,null
P0007,2022-01-04,1,2022,1,3,S003,Toys,North,76,173,157,97,81,0,Medium,null,null,null,null,null,null,null,null,null,null
P0008,2022-01-04,1,2022,1,3,S003,Toys,East,91,108,129,17,38,0,Low,null,null,null,null,null,null,null,null,null,null
P0009,2022-01-04,1,2022,1,3,S003,Furniture,West,113,494,84,381,-29,0,High,null,null,null,null,null,null,null,null,null,null
P0010,2022-01-04,1,2022,1,3,S003,Electronics,East,274,366,102,92,-172,0,High,null,null,null,null,null,null,null,null,null,null
P0011,2022-01-04,1,2022,1,3,S003,Toys,East,116,441,52,325,-64,0,High,null,null,null,null,null,null,null,null,null,null
P0012,2022-01-04,1,2022,1,3,S003,Electronics,North,5,181,37,176,32,0,Medium,null,null,null,null,null,null,null,null,null,null
P0013,2022-01-04,1,2022,1,3,S003,Furniture,East,115,330,116,215,1,0,High,null,null,null,null,null,null,null,null,null,null
P0014,2022-01-04,1,2022,1,3,S003,Clothing,East,79,228,158,149,79,0,Medium,null,null,null,null,null,null,null,null,null,null
P0015,2022-01-04,1,2022,1,3,S003,Electronics,East,223,344,53,121,-170,0,High,null,null,null,null,null,null,null,null,null,null
P0016,2022-01-04,1,2022,1,3,S003,Furniture,West,258,336,175,78,-83,0,High,null,null,null,null,null,null,null,null,null,null
P0017,2022-01-04,1,2022,1,3,S003,Toys,West,236,355,26,119,-210,0,High,null,null,null,null,null,null,null,null,null,null
P0018,2022-01-04,1,2022,1,3,S003,Toys,North,309,431,165,122,-144,0,High,null,null,null,null,null,null,null,null,null,null
P0019,2022-01-04,1,2022,1,3,S003,Groceries,North,32,172,160,140,128,0,Medium,null,null,null,null,null,null,null,null,null,null
P0020,2022-01-04,1,2022,1,3,S003,Clothing,South,44,145,122,101,78,0,Low,null,null,null,null,null,null,null,null,null,null
P0001,2022-01-04,1,2022,1,3,S004,Furniture,South,145,487,149,342,4,0,High,null,null,null,null,null,null,null,null,null,null
P0002,2022-01-04,1,2022,1,3,S004,Groceries,North,150,216,162,66,12,0,Medium,null,null,null,null,null,null,null,null,null,null
P0003,2022-01-04,1,2022,1,3,S004,Toys,West,40,236,104,196,64,0,Medium,null,null,null,null,null,null,null,null,null,null
P0004,2022-01-04,1,2022,1,3,S004,Toys,West,245,260,199,15,-46,0,Medium,null,null,null,null,null,null,null,null,null,null
P0005,2022-01-04,1,2022,1,3,S004,Furniture,North,241,435,160,194,-81,0,High,null,null,null,null,null,null,null,null,null,null
P0006,2022-01-04,1,2022,1,3,S004,Groceries,South,138,499,175,361,37,0,High,null,null,null,null,null,null,null,null,null,null
P0007,2022-01-04,1,2022,1,3,S004,Clothing,East,152,180,102,28,-50,0,Medium,null,null,null,null,null,null,null,null,null,null
P0008,2022-01-04,1,2022,1,3,S004,Furniture,West,12,128,85,116,73,0,Low,null,null,null,null,null,null,null,null,null,null
P0009,2022-01-04,1,2022,1,3,S004,Furniture,South,158,291,35,133,-123,0,Medium,null,null,null,null,null,null,null,null,null,null
P0010,2022-01-04,1,2022,1,3,S004,Clothing,North,265,444,187,179,-78,0,High,null,null,null,null,null,null,null,null,null,null
P0011,2022-01-04,1,2022,1,3,S004,Clothing,East,240,281,182,41,-58,0,Medium,null,null,null,null,null,null,null,null,null,null
P0012,2022-01-04,1,2022,1,3,S004,Toys,North,153,189,155,36,2,0,Medium,null,null,null,null,null,null,null,null,null,null
P0013,2022-01-04,1,2022,1,3,S004,Groceries,West,68,80,48,12,-20,0,Low,null,null,null,null,null,null,null,null,null,null
P0014,2022-01-04,1,2022,1,3,S004,Furniture,West,302,314,42,12,-260,0,High,null,null,null,null,null,null,null,null,null,null
P0015,2022-01-04,1,2022,1,3,S004,Clothing,West,70,167,42,97,-28,0,Medium,null,null,null,null,null,null,null,null,null,null
P0016,2022-01-04,1,2022,1,3,S004,Groceries,West,92,129,73,37,-19,0,Low,null,null,null,null,null,null,null,null,null,null
P0017,2022-01-04,1,2022,1,3,S004,Clothing,East,275,425,160,150,-115,0,High,null,null,null,null,null,null,null,null,null,null
P0018,2022-01-04,1,2022,1,3,S004,Groceries,East,3,103,34,100,31,0,Low,null,null,null,null,null,null,null,null,null,null
P0019,2022-01-04,1,2022,1,3,S004,Groceries,West,307,471,143,164,-164,0,High,null,null,null,null,null,null,null,null,null,null
P0020,2022-01-04,1,2022,1,3,S004,Groceries,South,62,364,27,302,-35,0,High,null,null,null,null,null,null,null,null,null,null
P0001,2022-01-04,1,2022,1,3,S005,Furniture,North,195,383,175,188,-20,0,High,null,null,null,null,null,null,null,null,null,null
P0002,2022-01-04,1,2022,1,3,S005,Furniture,West,33,495,75,462,42,0,High,null,null,null,null,null,null,null,null,null,null
P0003,2022-01-04,1,2022,1,3,S005,Toys,South,263,439,107,176,-156,0,High,null,null,null,null,null,null,null,null,null,null
P0004,2022-01-04,1,2022,1,3,S005,Toys,West,83,101,94,18,11,0,Low,null,null,null,null,null,null,null,null,null,null
P0005,2022-01-04,1,2022,1,3,S005,Toys,South,78,292,25,214,-53,0,Medium,null,null,null,null,null,null,null,null,null,null
P0006,2022-01-04,1,2022,1,3,S005,Clothing,West,118,466,75,348,-43,0,High,null,null,null,null,null,null,null,null,null,null
P0007,2022-01-04,1,2022,1,3,S005,Clothing,North,147,175,130,28,-17,0,Medium,null,null,null,null,null,null,null,null,null,null
P0008,2022-01-04,1,2022,1,3,S005,Furniture,South,216,327,124,111,-92,0,High,null,null,null,null,null,null,null,null,null,null
P0009,2022-01-04,1,2022,1,3,S005,Groceries,West,27,194,43,167,16,0,Medium,null,null,null,null,null,null,null,null,null,null
P0010,2022-01-04,1,2022,1,3,S005,Electronics,North,172,349,189,177,17,0,High,null,null,null,null,null,null,null,null,null,null
P0011,2022-01-04,1,2022,1,3,S005,Toys,West,78,237,192,159,114,0,Medium,null,null,null,null,null,null,null,null,null,null
P0012,2022-01-04,1,2022,1,3,S005,Clothing,South,196,220,82,24,-114,0,Medium,null,null,null,null,null,null,null,null,null,null
P0013,2022-01-04,1,2022,1,3,S005,Groceries,North,75,86,153,11,78,0,Low,null,null,null,null,null,null,null,null,null,null
P0014,2022-01-04,1,2022,1,3,S005,Toys,West,11,334,179,323,168,0,High,null,null,null,null,null,null,null,null,null,null
P0015,2022-01-04,1,2022,1,3,S005,Clothing,West,144,186,197,42,53,0,Medium,null,null,null,null,null,null,null,null,null,null
P0016,2022-01-04,1,2022,1,3,S005,Electronics,North,200,288,180,88,-20,0,Medium,null,null,null,null,null,null,null,null,null,null
P0017,2022-01-04,1,2022,1,3,S005,Toys,North,256,460,107,204,-149,0,High,null,null,null,null,null,null,null,null,null,null
P0018,2022-01-04,1,2022,1,3,S005,Groceries,East,118,482,168,364,50,0,High,null,null,null,null,null,null,null,null,null,null
P0019,2022-01-04,1,2022,1,3,S005,Toys,North,244,278,24,34,-220,0,Medium,null,null,null,null,null,null,null,null,null,null
P0020,2022-01-04,1,2022,1,3,S005,Furniture,West,54,128,139,74,85,0,Low,null,null,null,null,null,null,null,null,null,null
P0001,2022-01-05,1,2022,1,4,S001,Groceries,South,147,238,37,91,-110,0,Medium,null,null,null,null,null,null,null,null,null,null
P0002,2022-01-05,1,2022,1,4,S001,Toys,West,220,270,165,50,-55,0,Medium,null,null,null,null,null,null,null,null,null,null
P0003,2022-01-05,1,2022,1,4,S001,Toys,South,97,216,198,119,101,0,Medium,null,null,null,null,null,null,null,null,null,null
P0004,2022-01-05,1,2022,1,4,S001,Electronics,North,29,172,73,143,44,0,Medium,null,null,null,null,null,null,null,null,null,null
P0005,2022-01-05,1,2022,1,4,S001,Furniture,West,192,405,76,213,-116,0,High,null,null,null,null,null,null,null,null,null,null
P0006,2022-01-05,1,2022,1,4,S001,Toys,North,158,338,139,180,-19,0,High,null,null,null,null,null,null,null,null,null,null
P0007,2022-01-05,1,2022,1,4,S001,Groceries,West,8,409,143,401,135,0,High,null,null,null,null,null,null,null,null,null,null
P0008,2022-01-05,1,2022,1,4,S001,Electronics,West,42,102,23,60,-19,0,Low,null,null,null,null,null,null,null,null,null,null
P0009,2022-01-05,1,2022,1,4,S001,Furniture,East,5,433,185,428,180,0,High,null,null,null,null,null,null,null,null,null,null
P0010,2022-01-05,1,2022,1,4,S001,Furniture,East,93,288,169,195,76,0,Medium,null,null,null,null,null,null,null,null,null,null
P0011,2022-01-05,1,2022,1,4,S001,Groceries,North,44,485,191,441,147,0,High,null,null,null,null,null,null,null,null,null,null
P0012,2022-01-05,1,2022,1,4,S001,Electronics,West,78,414,91,336,13,0,High,null,null,null,null,null,null,null,null,null,null
P0013,2022-01-05,1,2022,1,4,S001,Toys,East,57,370,24,313,-33,0,High,null,null,null,null,null,null,null,null,null,null
P0014,2022-01-05,1,2022,1,4,S001,Toys,North,161,233,171,72,10,0,Medium,null,null,null,null,null,null,null,null,null,null
P0015,2022-01-05,1,2022,1,4,S001,Toys,West,172,272,139,100,-33,0,Medium,null,null,null,null,null,null,null,null,null,null
P0016,2022-01-05,1,2022,1,4,S001,Groceries,East,132,189,196,57,64,0,Medium,null,null,null,null,null,null,null,null,null,null
P0017,2022-01-05,1,2022,1,4,S001,Electronics,East,46,120,156,74,110,0,Low,null,null,null,null,null,null,null,null,null,null
P0018,2022-01-05,1,2022,1,4,S001,Groceries,South,17,248,200,231,183,0,Medium,null,null,null,null,null,null,null,null,null,null
P0019,2022-01-05,1,2022,1,4,S001,Electronics,West,38,492,167,454,129,0,High,null,null,null,null,null,null,null,null,null,null
P0020,2022-01-05,1,2022,1,4,S001,Toys,West,11,355,26,344,15,0,High,null,null,null,null,null,null,null,null,null,null
P0001,2022-01-05,1,2022,1,4,S002,Furniture,East,161,250,70,89,-91,0,Medium,null,null,null,null,null,null,null,null,null,null
